L, w_bar, strength, sigma_sq, anyons, N, p_failure 
40, 1.5, 1, 5, 12, 32, gauss, 0.08
40, 1.0, 1, 7, 8, 32, gauss, 0.025
40, 3.5, 1, 8, 8, 32, gauss, 0.03
40, 7.5, 1, 12, 12, 32, gauss, 0.14
40, 7.0, 1, 6, 8, 32, gauss, 0.055
40, 7.5, 1, 14, 8, 32, gauss, 0.03
40, 5.0, 1, 9, 12, 32, gauss, 0.09
40, 4.0, 1, 9, 8, 32, gauss, 0.025
40, 5.0, 1, 12, 12, 32, gauss, 0.1
40, 4.5, 1, 4, 16, 32, gauss, 0.22
