L, w_bar, strength, sigma_sq, anyons, N, p_failure 
40, 7.5, 1, 13, 15, 32, gauss, 0.23455
40, 9.0, 1, 6, 15, 32, gauss, 0.29625
40, 0.0, 1, 5, 15, 32, gauss, 0.20705
40, 10.0, 1, 8, 15, 32, gauss, 0.368
40, 5.0, 1, 3, 15, 32, gauss, 0.2017
40, 0.5, 1, 2, 15, 32, gauss, 0.19655
40, 1.0, 1, 3, 15, 32, gauss, 0.21
40, 4.0, 1, 9, 15, 32, gauss, 0.1904
40, 2.5, 1, 13, 15, 32, gauss, 0.1861
40, 8.5, 1, 1, 15, 32, gauss, 0.2402
40, 2.0, 1, 7, 15, 32, gauss, 0.20725
40, 3.5, 1, 16, 15, 32, gauss, 0.182
40, 2.0, 1, 18, 15, 32, gauss, 0.1976
40, 5.5, 1, 13, 15, 32, gauss, 0.19075
40, 8.0, 1, 2, 15, 32, gauss, 0.23925
40, 9.5, 1, 16, 15, 32, gauss, 0.3363
40, 9.0, 1, 20, 15, 32, gauss, 0.30585
40, 5.0, 1, 19, 15, 32, gauss, 0.1914
40, 3.0, 1, 7, 15, 32, gauss, 0.1956
40, 7.0, 1, 18, 15, 32, gauss, 0.22725
40, 2.0, 1, 6, 15, 32, gauss, 0.2107
40, 6.0, 1, 9, 15, 32, gauss, 0.1914
40, 8.0, 1, 12, 15, 32, gauss, 0.23935
40, 8.5, 1, 12, 15, 32, gauss, 0.28545
40, 3.0, 1, 2, 15, 32, gauss, 0.2055
40, 8.5, 1, 13, 15, 32, gauss, 0.2908
40, 9.0, 1, 15, 15, 32, gauss, 0.3102
40, 1.5, 1, 7, 15, 32, gauss, 0.2112
40, 8.0, 1, 3, 15, 32, gauss, 0.2363
40, 3.5, 1, 7, 15, 32, gauss, 0.2009
40, 3.5, 1, 6, 15, 32, gauss, 0.206
40, 0.0, 1, 3, 15, 32, gauss, 0.20555
40, 0.5, 1, 1, 15, 32, gauss, 0.20955
40, 2.0, 1, 10, 15, 32, gauss, 0.2034
40, 0.0, 1, 10, 15, 32, gauss, 0.2077
40, 9.5, 1, 1, 15, 32, gauss, 0.2776
40, 2.0, 1, 5, 15, 32, gauss, 0.2123
40, 3.0, 1, 18, 15, 32, gauss, 0.1925
40, 3.5, 1, 8, 15, 32, gauss, 0.1961
40, 7.5, 1, 8, 15, 32, gauss, 0.2254
40, 0.5, 1, 16, 15, 32, gauss, 0.1967
40, 6.0, 1, 4, 15, 32, gauss, 0.20125
40, 2.0, 1, 17, 15, 32, gauss, 0.19535
40, 9.0, 1, 2, 15, 32, gauss, 0.27085
40, 8.0, 1, 14, 15, 32, gauss, 0.2444
40, 7.5, 1, 17, 15, 32, gauss, 0.2459
40, 5.0, 1, 9, 15, 32, gauss, 0.18845
40, 6.5, 1, 15, 15, 32, gauss, 0.19935
40, 6.0, 1, 13, 15, 32, gauss, 0.19185
40, 8.0, 1, 16, 15, 32, gauss, 0.24595
40, 0.0, 1, 12, 15, 32, gauss, 0.19985
40, 10.0, 1, 13, 15, 32, gauss, 0.37615
40, 3.0, 1, 19, 15, 32, gauss, 0.18995
40, 3.0, 1, 14, 15, 32, gauss, 0.1904
40, 3.5, 1, 5, 15, 32, gauss, 0.20035
40, 2.5, 1, 15, 15, 32, gauss, 0.2013
40, 2.0, 1, 2, 15, 32, gauss, 0.2078
40, 7.0, 1, 8, 15, 32, gauss, 0.21655
40, 0.0, 1, 9, 15, 32, gauss, 0.2103
40, 6.5, 1, 5, 15, 32, gauss, 0.197
40, 1.0, 1, 5, 15, 32, gauss, 0.218
40, 7.5, 1, 6, 15, 32, gauss, 0.2318
40, 2.5, 1, 11, 15, 32, gauss, 0.188
40, 7.0, 1, 15, 15, 32, gauss, 0.217
40, 2.5, 1, 7, 15, 32, gauss, 0.20565
40, 1.5, 1, 16, 15, 32, gauss, 0.1881
40, 10.0, 1, 10, 15, 32, gauss, 0.3699
40, 7.0, 1, 9, 15, 32, gauss, 0.21705
40, 1.0, 1, 6, 15, 32, gauss, 0.2156
